pub_date,headline,happs_score
2024-01-09,Blinken says Saudi-Israel ties depend on steps toward a Palestinian State.,5.335
2024-01-09,Arab leaders push for talks on Gaza’s ‘day after’ the war to include path to Palestinian state.,4.964615384615384
2024-01-09,"Saudi-Israel Ties Depend on Steps Toward a Palestinian State, Blinken Says",5.335
2024-01-05,The U.S. State Department offers up to $10 million for information on Hamas’s financial network.,5.743636363636364
2024-01-05,The U.S. secretary of state begins a Mideast trip amid worries of broader conflict.,5.151666666666666
2024-01-04,Islamic State Claims Responsibility for Deadly Bombings in Iran,4.7875
2024-01-03,‘It’s State Propaganda’: Ukrainians Shun TV News as War Drags on,5.026666666666666
2024-01-02,The State Department rebukes Israeli ministers pushing for Gazans to leave the enclave.,4.958
2025-12-26,Trump’s Claims About Nigeria Strike Belie a Complex Situation on the Ground,4.991111111111111
2025-12-25,Honduran Candidate Claims Fraud After Trump-Backed Opponent Is Declared Victor,4.7475
2025-12-17,Trump’s Claim That Venezuela ‘Stole’ U.S. Oil Fields Touches Nationalist Nerve,5.353333333333334
2025-12-13,Thailand Rejects Trump’s Claim That It Reached a Cease-Fire With Cambodia,5.363333333333333
2025-12-09,Another Front in the War in Ukraine: Who Gets to Claim a Famed Artist?,4.987272727272728
2025-11-27,Guinea-Bissau Installs Military Ruler After Claims of a ‘Fabricated’ Coup,4.952
2025-11-26,"Venezuela’s Nobel Winner Pushes False Claims About Maduro, Critics Say",5.03
2025-11-04,"Nigeria, in Trump’s Cross Hairs, Rejects Christian Genocide Claims",5.3
2025-10-31,U.N. Says Strikes on Boats Trump Claims Are Smuggling Drugs Are Illegal,4.716999999999999
2025-10-30,"The Art of Letting Trump Claim a Win, While Walking Away Stronger",5.46
2025-10-26,Sudanese Paramilitaries Claim Control of Key Army Garrison in Darfur,5.216666666666667
2025-10-25,Judge Dismisses Most Claims Against Tate Brothers in Florida Lawsuit,5.175
2025-10-16,India Tiptoes Around Trump’s Latest Claims on Russian Oil Purchases,5.539999999999999
2025-10-12,Cameroon’s Opposition Candidate Claims Victory Over World’s Oldest President,5.268571428571429
2025-10-02,Australia Expands Sunscreen Recalls Over False SPF Claims,4.78
2025-09-23,Trump Claims Again That He Has Ended Seven Wars. Here’s a Closer Look.,5.153999999999999
2025-09-17,"As Trump Arrives, Europe’s Right Claims Charlie Kirk as One of Their Own",5.41090909090909
2025-09-09,Hamas Fighters Claim Responsibility for Bus Stop Shooting in Jerusalem,4.7825
2025-09-06,Cardiologist Draws Outcry With Claim Tying Vaccines to Royals’ Cancer,4.72
2025-08-25,20 Killed in Gaza Hospital Strikes. Netanyahu Claims ‘Tragic Mishap.’,3.944
2025-08-16,"With Putin by his side, Trump repeats his claims of a ‘Russia Hoax.’",5.246666666666666
2025-08-12,Mexico and Brazil Rebut Trump’s Claims About Violence in Their Cities,5.015555555555554
2025-08-11,Hundreds of Indian Lawmakers Detained at a Protest Claiming Vote Rigging,5.17
2025-07-28,Pro-Ukrainian Hackers Claim Cyberattack as Aeroflot Grounds Flights,5.515
2025-06-25,Trump reiterates claims about Iran’s nuclear program that contradict early intelligence findings.,5.255
2025-06-24,"Can Iran, Israel and the U.S. Now All Claim to Have Won?",5.4111111111111105
2025-06-23,E.U.-Israeli Ties Are Further Strained by Claims of Potential Rights Violations,5.168888888888889
2025-06-22,"Does Iran have another secret enrichment site, as it claims?",5.088571428571428
2025-06-18,WhatsApp Denies Iran’s Claim That It Is Spying for Israel,5.053333333333334
2025-06-17,"Israel claims it killed Iran’s top military commander, again.",4.603333333333333
2025-06-01,Rival Victory Claims as Poland’s Presidential Election Goes Down to Wire,5.174
2025-05-26,Venezuela’s Government Claims Victory in Polls Boycotted by Opposition Leader,5.387499999999999
2025-05-22,South Africa Collides Head-On With Trump’s Claims of White Victimhood,5.513333333333333
2025-05-13,Trump Ambushes South African President With Video of False Claims: What to Know,5.38
2025-05-11,"As Truce Seems to Hold, India and Pakistan Both Claim Victory",5.562222222222222
2025-05-09,Peru rejoices over the new pope and claims him as their own.,5.342222222222222
2025-04-26,Russia Claims to Have Retaken Final Village in Its Kursk Region,5.3244444444444445
2025-04-16,"A Wellness Company With False Claims, Global Aims and a Toronto Island",5.4910000000000005
2025-04-09,Zelensky Doubles Down on Claim That Many Chinese Are Fighting for Russia,4.944
2025-04-08,Zelensky Claims Capture of 2 Chinese Citizens Fighting for Russia,4.882499999999999
2025-04-04,They Fought to Save Lives in Myanmar. The Earthquake Claimed Theirs.,4.915555555555555
2025-03-13,Indonesian Fishermen Sue U.S. Canned Tuna Giant Over Claims of Forced Labor,4.5
2025-03-13,Russia Claims to Have Regained Control of Key Kursk Town,5.38
2025-02-09,Some Afrikaners Cheer as Trump Amplifies Claims of Persecution,5.4433333333333325
2025-01-10,"ISIS Says It Inspired New Orleans Attack, but Doesn’t Claim Responsibility",5.62
2025-01-06,Russia Claims Control of Key Town as Ukraine Renews Push in Kursk,5.266666666666667
2025-01-05,A Frigid First: Chile’s President Visits South Pole to Bolster Antarctic Claims,5.551428571428572
2025-12-26,Trump and Zelensky Will Meet Sunday to Discuss Ukraine Peace Plan,6.126666666666667
2025-10-22,"British Neo-Nazis Discussed Targeting Migrants, Mosques and Synagogues",5.4799999999999995
2025-09-26,World Leaders of a Worried Center-Left Gather to Discuss Ways to Fight Back,5.003333333333333
2025-08-06,"Despite Opposition, Netanyahu’s Security Cabinet to Discuss Gaza Military Push",5.1075
2025-07-01,Macron and Putin Discuss Iran and Ukraine in Rare Call,5.422857142857143
2025-05-19,Trump and Putin Discuss Ukraine War in High-Stakes Call,4.920000000000001
2025-05-05,Survivors Urge Cardinals to Discuss Sex Abuse Crisis in Choosing Next Pope,5.13
2025-04-08,Pilots Discussed Alternate Ways to Land Before Deadly Jeju Air Crash,5.024444444444445
2025-03-18,Trump and Putin Discuss Ukraine: What to Know,5.3933333333333335
2025-03-17,Trump’s Plan to Discuss Ukraine’s Power Plants With Putin Prompts Questions,5.9399999999999995
2025-03-11,U.S. and Ukraine Discuss a 30-Day Cease-Fire: What to Know,5.383333333333334
2025-03-06,"France Open to Discussing Extension of Nuclear Deterrence, Macron Says",5.2725
2025-12-22,Russia Dismisses Reports of Progress in Ukraine Peace Talks,5.982857142857143
2025-12-13,Reporting on Arctic Sovereignty in the Polar Bear Capital of the World,5.525999999999999
2025-12-10,Danish Intelligence Report Raises Concerns About U.S.,5.587999999999999
2025-11-29,Fresh Reporting on Asylum Seekers at the U.S.-Canadian Border,5.453333333333333
2025-11-25,"Violence Is Driving Catastrophic Hunger in Nigeria, U.N. Report Says",4.590000000000001
2025-11-12,"As Belgium Races to Save U.S.A.I.D. Contraception, Some Supplies Are Reported Ruined",5.148888888888889
2025-10-29,Mercedes Reports a Drop in Profit but Maintains Its Forecast,5.481111111111112
2025-10-16,Abandoned Mansions and Facebook Photos: Reporting on the Top Officials Who Fled Syria,5.005999999999999
2025-09-26,Children’s Data and Photos Reported Stolen From U.K. Preschool Chain by Hackers,5.1
2025-09-24,"Israeli Strike Kills Gazans Sheltering in Warehouse, Local Reports Say",4.58
2025-09-20,Major Airports in Europe Report Check-In Delays After Cyberattack,5.156666666666667
2025-09-12,Secret Report Undercuts U.K. Condemnations of Pro-Palestinian Group,5.115
2025-09-12,Read the U.K. Report on Palestine Action,5.56
2025-09-09,"Denmark Forced Contraception on Greenlandic Girls, a Scathing Report Confirms",4.68
2025-09-06,Authorities Point to Cable Disconnecting in First Report on Lisbon Funicular Crash,5.073333333333334
2025-08-27,Denmark Summons U.S. Envoy Over a Reported ‘Influence Operation’ in Greenland,5.17
2025-08-26,The Deadly Risks of Reporting in Gaza,4.522857142857143
2025-08-23,"After Gaza Famine Report, U.S. Is Mostly Silent and Israel Is Defiant",5.1
2025-08-23,"Faced With Trump’s English Mandate, Mexico’s Truckers Report to Class",5.466666666666666
2025-08-13,U.K. Secretly Spent $3.2 Million to Stop Journalists From Reporting on Data Breach,5.308888888888889
2025-08-10,Key Takeaways From The Times’s Reporting on Putin’s Powerful Aide,5.614285714285715
2025-07-23,"A Long, Overdue Reporting Trip Through Syria",5.745
2025-07-21,"Chinese Officials Helped Cover Up Lead Poisoning of Children, Report Says",5.6
2025-07-19,South Korea Pulls Plane Crash Report After Victims’ Families Protest,5.2
2025-07-13,"For Families of Air India Crash Victims, Report Brings No Closure",5.284444444444444
2025-07-11,"Fuel to Air India Plane Was Cut Off Before Deadly Crash, Report Says",4.998333333333333
2025-07-10,"At Least 13 People Died by Suicide Amid U.K. Post Office Scandal, Report Says",4.420000000000001
2025-06-29,"Israel’s Attack on Evin Prison Killed 71, Iranian State Media Report",3.9350000000000005
2025-06-23,Nearly 150 Report Being Jabbed With Needles at French Music Festival,5.800000000000001
2025-06-17,"North Korea’s Pandemic ‘Miracle’ Was a Deadly Lie, Report Says",4.716666666666666
2025-06-12,A whistle-blower’s lawyers call on the F.A.A. to release a report on the 787 Dreamliner.,5.218181818181819
2025-06-11,"The Real Fertility Crisis? Financial Security, a U.N. Report Says.",5.436
2025-05-14,"Bayesian Superyacht Sank After ‘Extreme’ Wind Gust, Report Says",5.2299999999999995
2025-05-09,‘Enough Is Enough’: Report of a Child’s Rape Enrages South Africans,4.62
2025-05-08,Denmark Outraged by Report of Increased Spying in Greenland,5.311999999999999
2025-04-22,At Least 24 Tourists Gunned Down by Militants in Kashmir,4.8533333333333335
2025-04-13,"British Laws Are Not Fit for Social Media Age, Says Report on U.K. Riots",5.330909090909091
2025-03-20,"Airliner Was Descending Fast Before It Flipped on Landing, Report Finds",5.279999999999999
2025-03-18,South Africa Will Not Remove Antarctic Team After a Reported Assault,4.926
2025-03-08,"Hundreds of Civilians Killed by Government Forces in Syria, War Monitors Say",4.473999999999999
2025-03-04,"In Oct. 7 Report, Israeli Security Agency Puts Some Blame on Netanyahu Government",4.98
2025-02-15,15 Reported Dead in Stampede at New Delhi Rail Station,4.971428571428572
2025-02-05,"U.K. Counterterror Program Prematurely Closed Case on Teen Killer, Report Says",5.1257142857142854
2025-01-28,"Trudeau Government Left Canada Vulnerable to Foreign Interference, Report Finds",4.995
2025-01-20,Reports of sporadic violence cast a shadow over the Gaza cease-fire.,4.622222222222224
2025-12-25,"Why China, a One-Party State, Is Backing Elections in This Country",5.2457142857142856
2025-12-24,Australian State Passes ‘Extraordinary’ Gun and Protest Laws After Bondi Attack,4.573333333333333
2025-12-17,Australia Shooting Is a Reminder of Islamic State’s Power to Inspire Attacks,5.065454545454545
2025-12-16,"Gunmen in Sydney Massacre Were Motivated by Islamic State, Officials Say",5.14
2025-12-10,Islamic State Camps Pose a Dangerous Problem for Syria’s Leaders,4.775555555555556
2025-12-07,Leak Highlights Poor State of Louvre Infrastructure,4.18
2025-11-30,Pope Leo Calls for a Two-State Solution in Mideast Conflict,5.28888888888889
2025-11-14,Modi’s Coalition Sweeps Indian State Election Criticized Over Voter Rolls,5.082857142857143
2025-11-12,Syria’s Leaders Pledge to Join Fight Against Islamic State,4.731428571428571
2025-11-11,Pakistan ‘in a State of War’ After Explosion Kills 12 in Capital,4.513333333333334
2025-11-04,China’s Security State Sells an A.I. Dream,5.787999999999999
2025-10-21,Russia Pushes a State-Controlled ‘Super App’ by Sabotaging Its Rivals,5.17
2025-10-15,L.A. County Declares State of Emergency Over Immigration Raids,4.766666666666667
2025-10-12,Viktor Orban’s ‘Propaganda State’ Is Starting to Show Cracks,5.38
2025-09-24,"U.K. Endures a Trump Scolding at U.N., Days After Lavish State Visit",5.442857142857143
2025-09-23,"In Israel, Government Backlash Brews Over Palestinian State Recognition",5.233333333333333
2025-09-22,"World Leaders Recognize Palestinian State, in a Challenge to U.S. and Israel",5.459999999999999
2025-09-22,U.S. allies’ recognition of a Palestinian state puts them in opposition to the White House.,5.155
2025-09-22,Palestinians hope their state won’t remain just ‘ink on paper.’,5.594285714285715
2025-09-22,"Recognition or Not, a Palestinian State Seems More Remote Than Ever",5.3759999999999994
2025-09-22,"Macron, saying ‘the time has come,’ says France formally recognizes a Palestinian state.",5.425714285714285
2025-09-22,What does it mean to be a state?,4.945714285714286
2025-09-21,"Britain, Australia, Canada and Portugal Recognize a Palestinian State",5.403333333333333
2025-09-17,Here’s Who Attended the State Dinner at Windsor Castle,5.642857142857143
2025-09-17,Windsor Castle’s State Dinner Features Lavish Menu,6.21
2025-09-17,Here’s the menu for the state dinner at Windsor Castle.,5.565714285714286
2025-09-17,The Ghost of Jeffrey Epstein Hangs Over Trump’s U.K. State Visit,4.9275
2025-09-17,"At U.K. Leader’s Country House, Trump’s State Visit Gets a Little More Political",5.448888888888889
2025-09-17,How the British royal family — and its staff — prepare for a state visit.,5.483333333333333
2025-09-17,Are You Ready to Meet the King? Try Our Quiz on U.K. State Visit Etiquette.,5.758333333333334
2025-09-17,President Trump’s 2nd U.K. State Visit: What’s on the Agenda,5.25
2025-09-17,‘We Are in a Zero State’: Scenes From the Ashes of Nepal’s Capital,5.073
2025-09-16,"With State Visit, Trump Leaves a Tense America for a Brief U.K. Royal Retreat",5.534545454545455
2025-09-16,What to Know About Trump’s Second State Visit to the U.K.,5.355555555555556
2025-09-15,She Held Her Baby for an Hour. Then the State Took Her Away.,5.530909090909091
2025-09-14,U.K. Plans Biggest Security Operation Since Coronation for Trump’s State Visit,5.5375
2025-09-02,"Belgium to Recognize Palestinian State, Joining Pressure on Israel",5.1257142857142854
2025-08-20,"Israel Approves Settlements, a Blow to Faded Hopes for a Palestinian State",5.118
2025-08-03,The 109-Year-Old Pact That Looms Over European Moves to Recognize a Palestinian State,5.256
2025-07-31,Arab States Call for Hamas to Disarm Amid Push for a Palestinian State,5.087272727272727
2025-07-31,"Myanmar Lifts State of Emergency, Paving the Way for Disputed Vote",5.243333333333333
2025-07-30,Canada to Recognize Palestinian State at the U.N. General Assembly,5.304444444444446
2025-07-29,"U.K. Will Recognize a Palestinian State in September, Barring Israel-Hamas Cease-Fire",5.456666666666667
2025-07-25,Macron Recognizes a Palestinian State. But to What End?,4.776
2025-07-19,"At Least 35 Dead After Vietnam Tourist Boat Capsizes, State Media Says",4.8839999999999995
2025-07-13,King Charles III Will Host Trump for U.K. State Visit in September,5.6927272727272715
2025-07-08,"In Pictures: Macron’s U.K. State Visit, From a Polite Kiss to a Lavish Royal Banquet",5.610000000000001
2025-07-08,"Macron’s U.K. State Visit: A Carriage Ride, a Royal Banquet and a Power Lunch",5.795555555555556
2025-07-04,Wildfires Sweep Syria’s Coast as Drought Strains Fragile State,5.186
2025-06-29,"Israel’s Attack on Evin Prison Killed 71, Iranian State Media Report",3.9350000000000005
2025-06-28,Iran Holds State Funeral for Military Commanders and Nuclear Scientists,4.657777777777778
2025-06-18,State Dept. Says It Is Working to Get Americans Out of Israel,5.278181818181817
2025-06-16,"Israel Attacks Iran’s State Television, Live on the Air",5.242857142857142
2025-06-11,Huckabee Says Muslim Nations Should Give Their Own Land for Palestinian State,5.483636363636363
2025-05-30,Islamic State Says It Targeted Syrian Forces in Bombings,4.986666666666667
2025-05-12,Kurdish Insurgent Group Says It Is Ending Conflict With Turkish State,5.008888888888889
2025-04-12,African Breakaway State Offers U.S. a Chance to Stick It to China,5.456000000000001
2025-04-09,Islamic State Regains Strength in Syria,5.710000000000001
2025-04-07,"In a Strongman State, a Trump Order Extinguishes Flickers of Freedom",5.62
2025-03-14,"Senior Islamic State Leader Killed in Joint Iraqi-U.S. Operation, Iraq Says",4.82
2025-03-07,How Trump’s ‘51st State’ Canada Talk Came to Be Seen as Deadly Serious,5.074
2025-02-20,China’s Motivational Tactic for State Workers: Public Shaming,5.226666666666667
2025-02-02,"Serbian State Media Shift Tune in Coverage of Huge Protests, Testing Leader",5.505454545454546
2025-01-06,Massacre Upon Massacre: Haiti’s Bleak Spiral Into a Failed State,4.548
2025-01-04,How the Islamic State Radicalizes People Today,5.33
2025-01-01,What to Know About the Islamic State,5.137142857142857
